"danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","name","artist","popularity"
"0.566","0.261","10","-8.801","1","0.0375","0.863","0","0.106","0.477","97.595","178795","4","Lights Down Low - Recorded at Spotify Studios NYC","MAX","44"
"0.694","0.467","0","-7.712","1","0.0716","0.0761","0.0000258","0.0954","0.507","102.043","192773","4","Begin - Recorded at Spotify Studios NYC","Shallou","61"
"0.402","0.572","11","-8.599","0","0.102","0.629","0.00016","0.134","0.322","80.798","242848","4","Rockabye (feat. Anne-Marie) - Recorded at Spotify Studios NYC","Clean Bandit","51"
"0.495","0.571","5","-10.052","1","0.0351","0.749","0.714","0.119","0.316","96.998","242587","4","HandClap - Recorded at Spotify Studios NYC","Fitz and The Tantrums","42"
"0.833","0.642","0","-6.959","1","0.0753","0.361","0.000027","0.117","0.567","102.012","225006","4","Burning - Recorded At RAK Studios, London","Sam Smith","61"
"0.692","0.857","11","-4.364","0","0.0883","0.0664","0.0000013","0.0344","0.78","140.014","194281","4","Love So Soft - Recorded at Spotify Studios NYC","Kelly Clarkson","43"
"0.537","0.18","6","-10.206","1","0.0394","0.919","0","0.105","0.369","75.91","231160","4","Ex - Recorded at Spotify Studios NYC","James TW","47"
"0.73","0.603","1","-8.198","1","0.0432","0.0061","0","0.125","0.648","129.953","174129","4","Get Out - Recorded At Spotify Studios NYC","CHVRCHES","42"
"0.614","0.275","9","-8.848","1","0.047","0.897","0.00000155","0.0909","0.423","127.843","220373","4","Psychopath - Recorded at Spotify Studios NYC","Charlotte Lawrence","66"
"0.564","0.226","3","-9.789","1","0.0307","0.971","0.0000125","0.0699","0.334","159.714","225218","4","Stay - Recorded At Spotify Studios NYC","CHVRCHES","44"
"0.736","0.538","7","-5.263","0","0.0477","0.0631","0","0.121","0.366","110.043","175204","4","Leave (Get Out) - Recorded at Metropolis Studios, London","Anne-Marie","62"
"0.391","0.211","9","-11.867","0","0.0349","0.937","0.01","0.0798","0.218","111.601","244316","4","Touch - Recorded at Spotify Studios NYC","Little Mix","55"
"0.484","0.381","2","-6.815","0","0.0541","0.853","0","0.119","0.644","169.506","195920","4","What's My Name? - Recorded at Spotify Studios NYC","Timeflies","45"
"0.415","0.38","4","-5.115","1","0.057","0.639","0","0.124","0.524","193.596","206333","4","Work from Home - Recorded at Spotify Studios NYC","Clean Bandit","50"
"0.647","0.274","0","-8.15","0","0.0624","0.648","0.000114","0.112","0.161","96.158","180437","4","Girls Just Wanna Have Fun - Recorded at Spotify Studios NYC","Charlotte Lawrence","53"
"0.775","0.692","10","-5.109","0","0.0663","0.327","0.00000431","0.111","0.471","130.003","159007","4","Queen Elizabeth - Recorded at Spotify Studios NYC","Cheat Codes","41"
"0.678","0.378","11","-8.813","0","0.0285","0.665","0.00112","0.0822","0.0771","109.94","163918","4","What I Want For The Night (Bitches) - Recorded at Spotify Studios, NYC","Tove Lo","44"
"0.453","0.343","7","-8.369","1","0.0352","0.567","0","0.347","0.74","96.935","205552","4","Use Somebody - Recorded at Spotify Studios NYC","Shawn Mendes","66"
"0.567","0.875","8","-2.791","0","0.231","0.244","0.0000019","0.0554","0.669","165.238","148739","4","God is a woman - Recorded at Metropolis Studios, London","Paloma Faith","46"
"0.366","0.519","5","-6.066","1","0.0331","0.35","0","0.145","0.308","124.632","176587","4","High Tide or Low Tide - Recorded at Spotify Studios NYC","Janelle Monáe","48"
"0.58","0.511","3","-7.131","0","0.0391","0.478","0","0.0916","0.507","140.062","202845","4","Never Be The Same - Recorded At Revolution Studios, Toronto","James Barker Band","55"
"0.554","0.622","8","-8.916","0","0.0529","0.317","0.00159","0.282","0.345","89.971","256578","4","Rock Lobster - Recorded at RAK Studios, London","Shame","44"
"0.613","0.518","2","-7.082","1","0.0359","0.131","0","0.0854","0.176","130.031","268840","4","Lovesong - Recorded at Spotify Studios NYC","Welles","43"
"0.211","0.928","0","-7.596","1","0.0824","0.000146","0.0000963","0.39","0.293","100.666","174274","4","Cry For You - Recorded at Spotify Studios NYC","Sofi Tukker","52"
"0.373","0.812","9","-5.719","0","0.0469","0.000286","0.0000296","0.249","0.399","146.302","251804","4","Psycho - Recorded at Sound Stage Studios, Nashville","Michael Ray","48"
"0.795","0.69","9","-9.272","1","0.0724","0.165","0.00000393","0.122","0.667","126.996","181955","4","Waiting For Love - Recorded At RAK Studios, London","Sam Fender","57"
"0.545","0.59","3","-8.788","1","0.0388","0.653","0.0428","0.127","0.476","140.127","247313","4","Lucid Dreams - Recorded at Spotify Studios NYC","Why Don't We","63"
"0.333","0.691","6","-5.224","0","0.0428","0.0135","0.0000575","0.164","0.341","125.204","165000","4","What a Wonderful World - Recorded at Sound Stage Studios Nashville","Phil Wickham","44"
"0.395","0.271","6","-9.753","0","0.038","0.912","0","0.104","0.609","81.857","165329","4","Hey Ya! - Recorded at Spotify Studios NYC","Panic! At The Disco","61"
"0.165","0.149","9","-11.498","1","0.0344","0.912","0.0000112","0.0839","0.111","81.315","221237","3","We Know Who U R - Recorded at Spotify Studios NYC","Blanco White","46"
"0.559","0.914","4","-6.869","0","0.0739","0.023","0","0.365","0.772","80.995","184417","4","Feels Like We Only Go Backwards - Recorded at Spotify Studios Stockholm","Lemaitre","48"
"0.351","0.293","5","-11.491","0","0.029","0.688","0.0101","0.111","0.211","146.868","222283","4","Paradise - Recorded At AIR Studios, London","SG Lewis","46"
"0.642","0.686","11","-7.649","1","0.0288","0.00197","0","0.0995","0.325","76.002","199075","4","Blood Under My Belt - Recorded at Spotify Studios NYC","KYLE","48"
"0.633","0.612","2","-9.103","1","0.101","0.182","0.239","0.138","0.0977","105.988","291931","4","Million Reasons - Recorded at Sound Stage Studios Nashville","Dan + Shay","64"
"0.585","0.267","7","-13.118","0","0.0555","0.592","0","0.0827","0.273","152.929","370674","4","Bridge Over Troubled Water - Recorded at Spotify Studios NYC","Josh Groban","44"
"0.595","0.542","0","-6.443","1","0.0287","0.0322","0","0.106","0.217","130.05","194480","4","Wish I Didn't Miss You - Recorded At RAK Studios, London","Grace Carter","48"
"0.537","0.441","0","-8.814","1","0.0321","0.297","0.00239","0.117","0.196","77.02","300050","4","Strangers - Recorded at Spotify Studios NYC","Rayland Baxter","39"
"0.632","0.276","9","-6.655","0","0.0283","0.731","0.00000117","0.367","0.261","104.083","204150","4","Teenage Dirtbag - Recorded at Spotify Studios NYC","Amy Shark","57"
"0.496","0.405","10","-11.128","1","0.051","0.676","0.00000499","0.169","0.369","127.417","212729","4","I Just Called to Say I Love You - Recorded at RCA Studio A, Nashville","John Prine","49"
"0.478","0.481","4","-8.94","1","0.107","0.0653","0.0000602","0.234","0.346","183.869","246702","4","Adiós Amor - Recorded at Panoram Studios, Mexico","Ha*Ash","69"
"0.477","0.297","3","-13.955","1","0.0328","0.664","0.000595","0.103","0.455","137.067","247102","4","Beautiful Surprise - Recorded at Spotify Studios NYC","KATIE","49"
"0.505","0.438","6","-7.433","1","0.0299","0.656","0","0.118","0.205","90.146","202867","4","Mad World - Recorded at Metropolis Studios, London","Lily Allen","58"
"0.437","0.13","4","-17.068","1","0.0417","0.93","0","0.14","0.27","141.478","159940","4","Let It Happen - Recorded at Spotify Studios NYC","Punch Brothers","46"
"0.585","0.211","6","-11.807","1","0.0358","0.943","0.0000167","0.0962","0.386","92.449","173680","4","Cornflake Girl - Recorded At RAK Studios, London","Florence + The Machine","59"
"0.599","0.537","1","-8.211","0","0.035","0.692","0.000652","0.0534","0.504","127.234","210486","4","The Greatest Show - Recorded at Sound Stage Studios Nashville","for KING & COUNTRY","49"
"0.537","0.589","9","-6.174","0","0.0281","0.0177","0.0000142","0.361","0.339","131.272","281960","4","Say It Ain't So - Recorded at Spotify Studios NYC","Calpurnia","46"
"0.649","0.52","9","-7.513","0","0.0506","0.182","0","0.0524","0.331","146.973","237880","4","- - Recorded at Electric Lady Studios, New York","Arctic Monkeys","56"
"0.365","0.526","4","-9.209","1","0.0464","0.107","0","0.128","0.198","165.621","243042","4","Put That On Everything - Recorded at Spotify Studios NYC","Gallant","40"
"0.395","0.0377","0","-16.06","1","0.0396","0.969","0.0000132","0.128","0.243","82.977","145748","5","home/i want your love - Recorded at Electric Lady Studios NYC","LCD Soundsystem","40"
"0.669","0.457","5","-9.789","0","0.0364","0.292","0","0.129","0.486","133.822","257124","4","Deja Vu - Recorded At Spotify Studios NYC","Natalie Prass","31"
"0.57","0.919","2","-7.321","1","0.0366","0.00514","0.0561","0.0909","0.739","129.074","622000","4","Attention - Recorded at Woodshed Recording Malibu","Hunter Hayes","45"
"0.753","0.587","1","-10.761","0","0.0844","0.687","0.0266","0.0935","0.628","80.994","283001","4","My Backwards Walk - Recorded at Spotify Studios NYC","Death Cab for Cutie","45"
"0.639","0.492","9","-13.2","0","0.121","0.278","0","0.111","0.473","119.925","207623","4","Knights Of Cydonia - Recorded at Spotify Studios NYC","Darlingside","42"
"0.483","0.317","0","-12.366","1","0.031","0.621","0.0048","0.0883","0.202","86.739","188196","4","Unfucktheworld - Recorded at Metropolis Studios, London","Fenne Lily","40"
"0.214","0.349","11","-12.987","0","0.0323","0.8","0.212","0.0745","0.0651","130.291","277113","4","Cry Me a River - Recorded at Metropolis Studios, London","Nina Nesbitt","59"
"0.548","0.336","0","-13.613","1","0.0326","0.282","0","0.093","0.316","112.794","135193","3","Walk Like An Egyptian - Recorded at Metropolis Studios, London","Jade Bird","42"
"0.665","0.252","3","-8.407","0","0.0323","0.855","0","0.113","0.339","121.994","301145","4","Sweet Dreams (Are Made of This) - Recorded at Spotify Studios NYC","Tune-Yards","44"
"0.611","0.658","9","-8.502","1","0.0404","0.00293","0.0118","0.372","0.489","110.768","143582","4","Normal - Recorded at Sound Stage Studios Nashville","Meghan Trainor","46"
"0.724","0.474","1","-9.844","1","0.04","0.0678","0.000662","0.0773","0.0725","122.029","257589","4","Los Ageless - Recorded at RAK Studios, London","The Wombats","46"
"0.597","0.315","2","-11.414","0","0.0595","0.686","0","0.111","0.151","122.755","211880","4","Everything Is Free - Recorded at Spotify Studios NYC","Father John Misty","51"
"0.537","0.48","5","-9.936","0","0.0301","0.00381","0","0.0886","0.568","104.34","218993","4","Houses - Recorded at Spotify Studios NYC","Courtney Barnett","34"
"0.522","0.0949","7","-13.483","1","0.0382","0.909","0.00000462","0.111","0.173","110.992","265687","4","U Got It Bad - Recorded at Spotify Studios Stockholm","Lykke Li","56"
"0.487","0.614","11","-6.542","1","0.0337","0.177","0.00000127","0.117","0.454","132.404","254880","4","Bad At Love - Recorded at Sound Stage Studios Nashville","Old Dominion","63"
"0.436","0.304","11","-12.41","0","0.0355","0.406","0.00184","0.0836","0.102","116.885","268208","4","Heartless - Recorded At RAK Studios, London","Dermot Kennedy","65"
"0.767","0.677","5","-4.668","1","0.0332","0.292","0","0.292","0.591","119.954","181000","4","Stay - Recorded at Spotify Studios NYC","5 Seconds of Summer","59"
"0.444","0.535","9","-7.051","1","0.055","0.226","0","0.212","0.158","88.033","224148","4","The Best - Recorded at Metropolis Studios, London","James Bay","51"
"0.338","0.399","0","-10.11","1","0.0378","0.287","0","0.323","0.327","169.742","190928","4","Pony - Recorded at Spotify Studios NYC","Leon Bridges","64"
"0.636","0.598","3","-6.943","1","0.0247","0.0462","0.00000282","0.0854","0.379","103.977","261893","4","Better Now - Recorded At Spotify Studios NYC","Troye Sivan","60"
"0.7","0.447","8","-11.083","0","0.0354","0.532","0.000192","0.0878","0.829","144.726","256893","4","Personal Jesus - Recorded At Spotify Studios NYC","Def Leppard","53"
"0.669","0.563","7","-8.37","1","0.0334","0.269","0","0.114","0.487","130.01","230307","4","Don't Let It Bring You Down - Recorded at Spotify Studios NYC","Mt. Joy","45"
"0.524","0.805","4","-8.118","0","0.055","0.0000717","0.000021","0.186","0.567","130.05","236451","4","Give Yourself A Try - Recorded at RAK Studios, London","The Hunna","46"
"0.594","0.477","10","-9.514","1","0.0331","0.223","0.00000279","0.0929","0.283","141.993","170678","4","Harvest Moon - Recorded at Spotify Studios NYC","Lord Huron","54"
"0.451","0.786","9","-7.226","1","0.0478","0.0000447","0.0112","0.341","0.617","83.454","245787","4","Running Up That Hill - Recorded at Spotify Studios Stockholm","First Aid Kit","58"
"0.417","0.285","2","-11.041","1","0.0346","0.803","0.005","0.269","0.243","120.954","346373","1","A Whiter Shade Of Pale - Recorded at Spotify Studios NYC","Rhye","52"
"0.523","0.403","0","-10.395","0","0.0276","0.037","0","0.23","0.0984","108.976","236493","4","For You - Recorded At Spotify Studios Stockholm","Seinabo Sey","59"
"0.451","0.0531","0","-18.353","1","0.0417","0.961","0.682","0.102","0.124","72.708","208889","4","Tougher Than The Rest - Recorded At Sound Stage Studios Nashville","Midland","47"
"0.409","0.379","7","-11.461","1","0.0329","0.453","0.0275","0.101","0.08","117.946","205584","4","Walking On Broken Glass - Recorded at Spotify Studios NYC","Lake Street Dive","47"
"0.6","0.496","5","-9.594","1","0.0247","0.0494","0.0016","0.256","0.516","100.511","232373","4","Hallelujah - Recorded at Spotify Studios NYC","Brandi Carlile","54"
"0.756","0.537","9","-9.397","1","0.0525","0.309","0.0000627","0.0423","0.669","116.01","268567","4","Time Fades Away - Recorded at Spotify Studios NYC","Yo La Tengo","35"
"0.288","0.18","7","-10.987","1","0.0403","0.905","0","0.159","0.202","88.054","346397","3","One Kiss - Recorded At Spotify Studios Stockholm","Scarlet Pleasure","52"
"0.244","0.808","9","-5.984","1","0.0502","0.000135","0.852","0.0986","0.337","90.965","377712","4","Stay - Recorded At Spotify Studios NYC","CHVRCHES","44"
"0.809","0.371","5","-9.222","1","0.0656","0.115","0","0.155","0.489","102.023","182387","4","Blue Canadian Rockies - Recorded at Sound Stage Studios Nashville","Ray LaMontagne","41"
"0.391","0.211","9","-11.867","0","0.0349","0.937","0.01","0.0798","0.218","111.601","244316","4","I'll Be There For You - Recorded at Metropolis Studios, London","Maisie Peters","46"
"0.68","0.382","3","-11.088","1","0.0384","0.223","0.00000287","0.122","0.554","118.083","136121","3","Hannah Hunt - Recorded At Spotify Studios NYC","I'm With Her","44"
"0.528","0.116","2","-14.375","1","0.0388","0.94","0","0.108","0.438","78.245","168799","4","Khuda Bhi Aasman - Recorded at Spotify Studios NYC","Khruangbin","54"
"0.706","0.109","9","-14.592","1","0.0312","0.869","0.0000553","0.298","0.243","103.927","278611","4","Leave (Get Out) - Recorded at Metropolis Studios, London","Anne-Marie","62"
"0.628","0.504","6","-10.718","1","0.0289","0.364","0.847","0.138","0.644","112.02","239030","4","Passionfruit - Recorded at Spotify Studios NYC","Cornelius","32"
"0.484","0.381","2","-6.815","0","0.0541","0.853","0","0.119","0.644","169.506","195920","4","Juana Mecho - Recorded at Spotify Studios NYC","Vicente Garcia","54"
"0.711","0.565","6","-8.764","1","0.0291","0.414","0.722","0.307","0.65","112.022","266000","4","Obsession - Recorded At Sound Stage Nashville","Hillsong Worship","44"
"0.869","0.436","7","-9.183","1","0.039","0.836","0.0000746","0.106","0.858","108.098","152533","4","Pablo Picasso - Recorded at Spotify Studios NYC","Jack White","37"
"0.52","0.344","2","-10.132","1","0.0243","0.0173","0.00467","0.0856","0.0825","77.968","356285","4","Dreams - Recorded at Spotify Studios NYC","Japanese Breakfast","52"
"0.592","0.774","2","-8.117","1","0.152","0.0787","0.406","0.161","0.686","105.343","388387","4","Get You - Recorded at Spotify Studios NYC","Miguel","64"
"0.525","0.551","4","-9.131","1","0.0341","0.000297","0.0124","0.0789","0.575","128.055","279232","4","September - Recorded at The Tracking Room Nashville","Taylor Swift","68"
"0.673","0.596","11","-6.489","0","0.0438","0.316","0.0000188","0.107","0.22","75.022","226720","4","The Partisan - Recorded at Spotify Studios NYC","Henry Jamison","42"
"0.641","0.444","6","-6.482","1","0.0239","0.412","0.00121","0.179","0.588","107.081","187824","4","Ultralight Beam - Recorded At Spotify Studios NYC","Naaz","40"
"0.391","0.131","7","-15.296","0","0.0381","0.872","0.0376","0.112","0.247","94.203","189800","4","Amsterdam - Recorded at Spotify Studios NYC","Mandolin Orange","65"
"0.661","0.468","11","-9.17","1","0.251","0.588","0","0.365","0.36","105.205","260912","4","Stolen Car - Recorded At Spotify Studios NYC","X Ambassadors","42"
"0.532","0.317","0","-10.693","1","0.0309","0.909","0.0277","0.11","0.28","140.671","193672","3","Girls Just Wanna Have Fun - Recorded at Spotify Studios NYC","Charlotte Lawrence","53"
"0.742","0.604","4","-9.751","0","0.0729","0.292","0.0228","0.0904","0.218","100.007","223872","4","Whiskey - Recorded at Spotify Studios NYC","Devin Dawson","48"
"0.678","0.378","11","-8.813","0","0.0285","0.665","0.00112","0.0822","0.0771","109.94","163918","4","Havana - Recorded at RAK Studios, London","Superorganism","40"
"0.588","0.33","0","-14.948","0","0.0934","0.658","0.00000115","0.085","0.231","99.968","206280","4","Be Kind To Me - Recorded at Sound Stage Studios Nashville","Langhorne Slim","54"
"0.672","0.545","7","-8.222","0","0.0352","0.303","0.00383","0.337","0.653","105.025","168677","4","Dive - Recorded At Sound Stage Nashville","Luke Combs","66"
